path,text,gender,age,tid
audio/73f3f0a27bdd4812a86d423752df5508.wav,үй,F,6,880955341
audio/c873d0fa2dda4e1d8fa2747840a16aeb.wav,қызыл қалам,F,6,437022506
audio/1aea38fa10c44d2b8f58b424c11c12f5.wav,мысық,M,3,861805370
audio/e966365db9074ac591acc459e91b1ab7.wav,бүлдіршін,F,4,903866601
audio/9c43b83de1894675a62b3d8e86863d34.wav,сары банан,F,9,744399526
audio/27c27036a80b4a4795ae0cc81bed4b97.wav,семей,F,4,493587583
audio/515539b5f40f488c83f2ae1d6906ee95.wav,жер,F,11,824861922
audio/66d6a8b389044206b5abdbf145b4910e.wav,кішкентай торғай,F,9,744399526
audio/8a4b4b63321d4fd7bcbb7bd7496cf010.wav,орман,M,3,445095942
audio/dd529000c4d9481498434e1fa5f19145.wav,алмұрт,F,6,880955341
audio/09bda9274f1a4950b5044ad25ce2dd56.wav,ала күшік,M,5,1370845092
audio/3e8aa2c2a94345f5b6fb70997a1a52b6.wav,бес,F,7,744399526
audio/8f2bc5fa775e4b2d9d3381ae685acd3c.wav,апа,M,3,187960820
audio/3e9b273795074b1a9bd1156a01de90e6.wav,ата,F,6,437022506
audio/8eb5b70adbcb489daef7ec3c58c47d2d.wav,алма,F,3,5430120672
audio/63a8658d4d5d462881e066b9e0086b9d.wav,шанышқы,F,6,114489766
audio/38292d2199bc491b814c344a912fc668.wav,дүкеннен таза су әкелді,F,7,744399526
audio/0c338f8e894f47679522a1f8ecf791c3.wav,қарағанды,M,3,445095942
audio/b940cc21df1443bfa54d8b133ab7c8a7.wav,қасқыр,M,5,744399526
audio/8b5a18e2cd30446599b4d78c471881e4.wav,жеміс жидек,F,5,744399526
audio/9a9e1ddbb3b44b76a51b062e14cc6aaf.wav,жиеншар,M,3,187960820
audio/3dfe536da25841aca8d893036a3e5c18.wav,әдемі қуыршақ,F,6,437022506
audio/f85f090e51f643e587375efc41ce5d6f.wav,қаражидек,M,5,744399526
audio/1bc6e4936c594ec4bee47e13cd1615f4.wav,итмұрын,F,9,744399526
audio/634879f531984a5389502b1d2108b0cb.wav,кішкентай торғай,F,6,437022506
audio/9220951050804bd89c9e2af089282a1c.wav,жиеншар,M,5,744399526
audio/ed34845490dd41a78d96f965b828f5c0.wav,ана,F,2,6449219476
audio/63a4aaaf625c4dada209f8307f2ddde8.wav,орам жапырақ,M,3,187960820
audio/4821ef6689a64ea6ab9d58db4887bb9e.wav,ата,F,6,880955341
audio/af51624c093149c79171f50e2b88d52b.wav,ата,M,3,187960820
audio/a59bb74a41ff4d66aee14b21ef8f1cb7.wav,орал қаласы,F,6,114489766
audio/01ce0003a28d490cae2ece36e21dc672.wav,семей,M,5,744399526
audio/c6f3becf899c4365b3d46e42c7128b0e.wav,орман,F,2,1104143660
audio/bfd2179390d54a34be63db085aec01dd.wav,сары банан,F,6,114489766
audio/475701ac2f8745fc9a63d10584e947ca.wav,орманда неше түрлі жидектер өседі,F,7,744399526
audio/d5743895ee5f42ed87da2fadd0490065.wav,жеміс жидек,F,9,744399526
audio/73ad842f6ed64589b6cc4414f5e38017.wav,қызылкүрең,F,6,437022506
audio/cb34ad11d26b4168bdfb1837bb9e0265.wav,қасқыр,F,7,744399526
audio/8adc4efbc3174bfa86b3bfebec398de8.wav,домалақ шар,F,6,880955341
audio/e0b9831d58b246afb1d9f72061b79d55.wav,ана,F,6,437022506
audio/97e1dfe1ede44835ad13573abb2d46e2.wav,күн,F,5,744399526
audio/6c216e0fed4642b7916aa1fb25de5aea.wav,қызылкүрең,F,9,744399526
audio/1124fe44368841d4a39c49f1bae075ca.wav,жұмсақ мысық,F,6,880955341
audio/86ad3618c1e34635a81d9eb27b8a07b2.wav,қобдиша,F,7,744399526
audio/e1bebe34fad74ee7a3b0d343e635e8a4.wav,орман,F,4,903866601
audio/1bd8b06fc241475aa3aa4133b0e10f44.wav,жұмсақ мысық,F,6,114489766
audio/8de60bb6a1734ea1a6bd5ec4ade9e804.wav,жұмсақ мысық,F,6,437022506
audio/8e04db64d6d543a58babe4c82bb60e2f.wav,орам жапырақ,F,5,744399526
audio/645c1d8c1ccf4e0aab3b21cb93b68045.wav,үшарал,F,6,880955341
audio/b31a4920e63642ed87eca7f18cfa9cd1.wav,қобдиша,M,8,744399526
audio/69220d8ece5949c48234f2a0dd4fc74d.wav,орман,M,8,744399526
audio/a9531e44e82d4b598a5f8ade86999818.wav,қияр,M,4,1370845092
audio/1822125d700c43f1849cff22dc9cb279.wav,жабайы жануар,F,6,437022506
audio/1c2eb228977a4d9ea94be0e19861c476.wav,орам жапырақ,M,5,744399526
audio/e271ad03be3744d594ab79372c9e7508.wav,жабайы жануарлар зоосаябақты ұнатпайды,F,7,744399526
audio/16826dd6b4cf46299305184fee1f4118.wav,мысық,M,5,948041055
audio/3c12f701557a4b5d9072daacc46b2694.wav,құмырсқа,M,3,445095942
audio/51b99518d61f4cbab54bb2d6ceaf6c5f.wav,ақ аю,F,7,744399526
audio/eea8a8a470014f92b3fc9ecd996aa3b7.wav,достар  күшікпен серуендеуге шықты,M,8,744399526
audio/8abe878257d54acbba24e5490ee4a4f9.wav,бес,F,2,1104143660
audio/1745666d6e8943a98d9b00ec4c87cc81.wav,түлкі,M,4,1370845092
audio/76e3e7af06f840b88587d4f4ff0d7430.wav,орал қаласы,F,6,437022506
audio/7a65d37e21ea46809279828b4c8822a2.wav,бақша,M,3,187960820
audio/c8daaea521ed44e1b4073573dd3134ec.wav,жаз мезгілі,M,5,1370845092
audio/42dad109cf8a41ab8672ba4107ee29c3.wav,дом,F,5,744399526
audio/17f4e203b03e4c8eb731f1b6341662f5.wav,орам жапырақ,F,6,880955341
audio/1e230e4855c04fcb87ead623837e2455.wav,орам жапырақ,F,7,744399526
audio/36ccd97b7dce4e80b35dc3bab748a6be.wav,жер,F,4,493587583
audio/73c5f27ba8eb4068a5d738cff8041494.wav,қаражидек,F,6,437022506
audio/af61be0d91f84073867220206b359db9.wav,жер,F,3,5620231132
audio/070189d84f364314ac931809692a788b.wav,сәуле,F,6,437022506
audio/a011f0794e4a458398879fefe07e51fa.wav,алма,M,3,861805370
audio/6f4a280d30604a59886c493ef837bd5b.wav,қараңғы,F,6,880955341
audio/08735a44dec84615bd39a0614350298b.wav,күн,F,6,880955341
audio/0b90a44ad641457296d173f66d603774.wav,орман,M,5,355699324
audio/a26fd6d48f584cc9a4cc7b58acbd5d81.wav,шанышқы,M,8,744399526
audio/2b6e857ec91c4e3082e83b1bf3f24124.wav,алмұрт,F,3,5620231132
audio/c2ea10b3763e487d8dfd4773a5ac5e9f.wav,жылан,F,6,114489766
audio/e24deeefa61641a9ace18df54a65f323.wav,жол,M,5,355699324
audio/6f4ccde8301c4bfcadbe94f4e32a6428.wav,орал қаласы,M,5,1370845092
audio/68d8d9dfd6bd4a1daae6bae5e5a178aa.wav,үй,M,5,355699324
audio/367ded7411834b3ca4e7c621a427a5b3.wav,ата,F,2,1104143660
audio/f0b19434faeb4080868d823e8a08a9fa.wav,жол,F,5,744399526
audio/2a1186713af144dbbdb3eb6a9d7a4db3.wav,күн,F,2,6449219476
audio/8127e97a4e8349eebca4f27110312041.wav,алмұрт,M,5,1370845092
audio/e4d1bf311f744311b34d356a9e5e9df2.wav,үй,M,3,445095942
audio/929740f5a0e74cd79101e658d0002249.wav,қарағанды,F,2,1104143660
audio/968eaf63a74b4c45bb0105fbec0ee69c.wav,жабайы жануар,M,8,744399526
audio/ba851d2a6e844b0ea3cda0a6df6fe5a5.wav,жол,M,3,187960820
audio/c40ff39904cb4856af7f8183c35cdd6f.wav,әке,F,6,880955341
audio/85676455f8554ae4b9ec2c56d2473ac2.wav,өсімдік,M,5,948041055
audio/c9a2258f42a24e7b8a6e4c925fbff792.wav,домалақ шар,M,8,744399526
audio/84b2d7afad454385bccbb409bf66bb22.wav,ит,F,2,1104143660
audio/c3cbd2c2ff414d56b9f3d26981ebb969.wav,мектеп пен үйдің арасы ұзақ екен,F,9,744399526
audio/faf220e3fc3c4c4793a559f933204778.wav,үй,F,5,744399526
audio/2923cc23eb1b49bebe6d72c716a15930.wav,қарағанды,F,6,437022506
audio/1d07bbec00fc4a5db7f40295bf78b583.wav,күн,F,7,744399526
audio/1d65077911b540279f2539eb5ffb5790.wav,әдемі қуыршақ,M,8,744399526
audio/6b854b42a6c04a6d86db944f0bd1be1d.wav,қараңғы,M,8,744399526
audio/7c4593a29a2d4c00a2907883f434a559.wav,ақ аю,M,8,744399526
audio/7a4af0cda3644d229664a069b3a99287.wav,жасыл қияр,F,7,744399526
audio/a5518a6ab53b480ab8c1e8652e888faf.wav,бес,F,9,744399526
audio/e3893a6407b84bbf91fe1712963575be.wav,семей,F,6,437022506
audio/2eaa87c0b4fd4734b846426669d0258d.wav,семей,F,6,880955341
audio/0fc01053efd2492fa5dbec151feee891.wav,жылан,M,5,948041055
audio/7eed90fd488d4319a7d4a1975bc1de30.wav,қияр,F,9,744399526
audio/34a48703f7ee4832af87fe9f930c624b.wav,сексен сегіз,M,4,1370845092
audio/74fa13624a4a48fc826969cf2fbc62f7.wav,алты,M,3,861805370
audio/eb67c41fd4a04d9899100372591a6ede.wav,жұмсақ мысық,F,9,744399526
audio/46d73bbd918243dbb7aa328e511c5535.wav,топырақ,F,6,437022506
audio/170df31a29ca4f84bd2acc8e5cacf161.wav,ағаш,F,6,437022506
audio/052066cea2964553b1f94dcfce993635.wav,аспанда алты торғай ұшып жүр,F,9,744399526
audio/ccfbf0de8cd44ee4985b2b65a2ef2dd0.wav,ағаш,M,8,744399526
audio/551c0a0675294e6cac024a96a7d03340.wav,бүлдіршін,M,8,744399526
audio/77d0a27a29cb4d8bad5785f1c9029789.wav,ана,F,9,744399526
audio/1cbab600db4249448ef77cbf5cf75e16.wav,демалысқа он үш күн берді,F,9,744399526
audio/19ba178ff5744bc08e716e2e60a1e0b1.wav,тәтті қызанақ,F,7,744399526
audio/c645eb3106ed469db684f85dd3edabc5.wav,түлкі,M,3,187960820
audio/9ac63adc8d0e472d9ecf27ad050d3f7d.wav,үйшік,M,5,948041055
audio/0ac39b4a84854a74813e1308cc2a27ba.wav,анасы қызына әдемі қуыршақ әперді,M,8,744399526
audio/a0d398a00c0e4eb891c53ef29c9d52ae.wav,ағаш,F,3,5430120672
audio/fb51f68f94224e6d85a11ce710689354.wav,домалақ шар,F,9,744399526
audio/b3d26260f0a74769908f83950cc5f61d.wav,құмырсқа,F,7,744399526
audio/21f46c428d174d3cb35182d1a302add8.wav,семей,M,8,744399526
audio/385c10815a024db3b1e06b4275822ba7.wav,қасқыр,F,6,437022506
audio/a711bde475db4022af68a6ca7ea25191.wav,алма,M,5,1370845092
audio/f4bc30da4bed4cf59669033879d2cbc3.wav,жол,M,4,1370845092
audio/2011cf15602d4db9bfc8d825624982a1.wav,қызыл алма ағашта өсіп тұр,F,9,744399526
audio/24b3f98dc62f45889c9642bef9385cac.wav,күн,F,2,979437052
audio/27466990d1d14c7fbd10a59cdb35e2be.wav,әкесі жолдан үйіне оралды,F,7,744399526
audio/fc6d27f0974e4f82a257611d8a6ecd5b.wav,орманда неше түрлі жидектер өседі,M,8,744399526
audio/034303aaaea745658126b337f177fe07.wav,ағаш,M,4,1370845092
audio/8321b405dfd3496abfa707d77f853a78.wav,ата бізді жазда ауылда күтеді,M,8,744399526
audio/57d7ccdaa3564f8eb3a301eeb9066f8e.wav,жиеншар,F,4,903866601
audio/9426c201ab4e443da4d941f18dd34486.wav,қызанақ,F,6,880955341
audio/9397c011f68646e48143880c140428f5.wav,орман,F,9,744399526
audio/80668ebf54914002ad6e30a04da58f85.wav,қызылкүрең,F,6,880955341
audio/e6c66121888d4e179ded354385f19fc7.wav,үшарал,F,9,744399526
audio/1de7cc05acfd4884a3fa5751ad3e49d6.wav,апа,F,3,5620231132
audio/f6f73dc5cebe41a4b04d1ecb00e03f5d.wav,жиеншар,F,9,744399526
audio/cc2c85f8d1804d71b2f020c0042376c7.wav,тәтті қызанақ,M,5,1370845092
audio/88b148334bb9408d93a00292d92148ee.wav,шанышқы,F,6,437022506
audio/97a644ed27fb4f76bc52f83ab4745330.wav,қарағанды,F,6,114489766
audio/325915256b9e4c6aa3164584331b0999.wav,ата,M,8,744399526
audio/2413e6f39b0b461bbd57fd6751f23d65.wav,қол,F,6,114489766
audio/8d003216694e459685ce3c43a79549d6.wav,қараңғы,F,7,744399526
audio/f889d627e9bd4abb88e29eb43491313f.wav,ала күшік,F,9,744399526
audio/23a323ef280249168806ecefe5d544cb.wav,аспанда алты торғай ұшып жүр,M,8,744399526
audio/876226cc5b5e4631bc583b9b420dcf14.wav,ата бізді жазда ауылда күтеді,F,7,744399526
audio/2fe1f27d595a45958257f71b789f6d09.wav,әке,M,3,187960820
audio/8fe5fdc48f534c4dbcbe78744cfb6c4a.wav,алмұрт,M,5,744399526
audio/6ea56946eafa45308975269dac11cfc8.wav,үйшік,M,3,187960820
audio/ed1f473a51b84654bb360c8a369763e6.wav,жабайы жануарлар зоосаябақты ұнатпайды,F,5,744399526
audio/100bd0fe0ea74289a454828e331cefc9.wav,жол,M,5,744399526
audio/c55fa9a7f2fe442c93577549239698d4.wav,алма,M,3,445095942
audio/6ba1f606d8b4432a85fb1e3e487d098a.wav,домалақ шар,F,7,744399526
audio/09c71f8070524defb2ff4e3f155c68de.wav,ата,M,4,1370845092
audio/c4e04445e3a44d4a90ca1ab40001a3ca.wav,қасқыр,M,3,187960820
audio/f7523b51758b409a896cc110223d3fff.wav,үй,M,4,1370845092
audio/948c4d3c2a834fdb92dc7db94b81bbdb.wav,ақ аю,F,9,744399526
audio/475c4ab6cb3648768515fa26374ba911.wav,түлкі,M,3,445095942
audio/15df51f16a104064980f313a0afa003a.wav,тәтті алмұрт,F,9,744399526
audio/e965ccf9498343828c361695995a38eb.wav,жазда барлық көкөністер піседі,F,7,744399526
audio/38bbd584fa8c4c2d99d13e59dd63f52f.wav,қараңғы,M,3,187960820
audio/f74b3ede8dfc4a729ae3fef9cacc9bbe.wav,қияр,F,6,437022506
audio/04213e296b96435580c2c236332a1551.wav,тәтті алмұрт,F,6,437022506
audio/03a827a04f76479ab967e61ce12607ef.wav,ағаш,F,4,903866601
audio/83cce2062acd45708756f7ab20209526.wav,шанышқы,F,4,903866601
audio/5ef1c287248a42a4bc02991f81f06be1.wav,жер,M,5,1370845092
audio/6c3fd4419c484d1194b4499ad0fe412f.wav,орман,F,5,744399526
audio/09592c8bd62a48278ca7a85be9d68a29.wav,алмұрт,F,9,744399526
audio/15ff96d9683244eebcbb2c81adc7b896.wav,қараңғы,F,9,744399526
audio/2ec12701a971481794f118f0d8758cc0.wav,ит,F,4,903866601
audio/7db24b8ac4334978ac8c1e063064417f.wav,қаражидек,F,2,1104143660
audio/15daa2a206254bf5bdad646fa88cc9cf.wav,ағаш,F,5,744399526
audio/4d22deadcdbe4560a1403a0cc7286d9c.wav,туған күнге бес шар сыйлады,M,8,744399526
audio/06b9211b1e27495c86d5751f75d73a84.wav,қызылкүрең,M,5,744399526
audio/10d43a119ff048579e075845a6c82e07.wav,қобдиша,M,5,744399526
audio/c559807c6f5e438fa5eccde4e1d026db.wav,ағаш,F,4,493587583
audio/7ffc3da6b6c5450ab5c6672ad2c5fb83.wav,ана,F,6,880955341
audio/7380cd2cb8d34a22afc2bcfa96ec9b34.wav,қырыққабат,M,3,445095942
audio/96223d892caf4a52b70e6fc149ed3a60.wav,құмырсқа,F,5,744399526
audio/e0893be6a9c54feca5078eed7185918a.wav,қызыл қалам,F,9,744399526
audio/85123443f20a48b8810936f3d4654e86.wav,қасқыр,M,8,744399526
audio/1e69b066a4b548829c06bdb07639052c.wav,бес,M,8,744399526
audio/60cd7851ee89438c8ee7ea51a279aaff.wav,қобдиша,F,6,880955341
audio/ca52f009df684a9487cf07a53fd9210e.wav,түлкі,F,7,744399526
audio/9612e93d177d403db11cb6f76e6e47f0.wav,қызыл қалам,F,5,744399526
audio/f763529e611045eea2d89b2a957c7ca9.wav,қобдиша,F,6,114489766
audio/d1f6a75d354e4177a88c926931c5af2e.wav,қол,F,6,437022506
audio/063523ed59554a62b0489200bcc0c26c.wav,ала күшік,M,5,744399526
audio/50b5418ae24d467086039a2ff684da2f.wav,тәтті қызанақ,F,6,880955341
audio/1efdc5a8769941758162ade10ae4cf41.wav,демалысқа он үш күн берді,F,7,744399526
audio/909ce2116a9b4951b144a70b44c7bc24.wav,қияр,F,4,903866601
audio/e00187e368af4ef58635c74e683a94ab.wav,қоян,M,5,948041055
audio/b4d7821e6ceb42b28c930ebdbe857b62.wav,семей,F,9,744399526
audio/ef2232a3c6ec49ae9474839f3fc48fa6.wav,қасқыр,F,5,744399526
audio/e24d9bcf6ece4f98a99e4ae0068af64e.wav,әке,M,3,861805370
audio/a622be571e6f449482e2d0709674c801.wav,қызылкүрең,M,8,744399526
audio/69fcbc8f915a4933b1e0053b17e14a75.wav,үй,F,6,437022506
audio/1e2b7bfd2a0f498c93ac57d04e7a6f0c.wav,қобдиша,F,9,744399526
audio/cdef3dc8a7d04334b3b919d1b7302ff8.wav,ала күшік,F,7,744399526
audio/834671b9e26c4cb99ea8a6c0ea84f9c3.wav,күн,M,4,1370845092
audio/b925e60d411f40eea0e24e966e839556.wav,жиеншар,F,7,744399526
audio/edf16689eae64e1a9d8a6542c4fde7ff.wav,құмырсқа,F,4,903866601
audio/b9a8bd0ae76047a182eeffec4eb15355.wav,алма,F,2,6449219476
audio/88e6c9f69c8e424fa6e312ced3717ecf.wav,жиеншар,M,3,445095942
audio/ca6456db03df47e49332cc3632a422d8.wav,шие,F,6,114489766
audio/c0d01feeccc1445c9ee7b362dc9121e6.wav,алмұрт,F,6,437022506
audio/e4bcb41e2aa740ab92c601a57ab6208c.wav,алма,M,5,355699324
audio/ab39ec239e6e4efa99c0acd651d6e414.wav,қоян,F,6,437022506
audio/b17615c258924eedb7a03778259183dc.wav,бүлдіршін,F,9,744399526
audio/f7073f49063545a3bce613f72582ab10.wav,жер,F,2,6449219476
audio/639aa7c72dd64c6c86be14f15b7debe7.wav,қасқыр,M,3,445095942
audio/0112faa545d143baa4a6f5ed1ece7a09.wav,қоян,F,6,114489766
audio/98b5b0f6905f417cab08e4270a0c6c1c.wav,алма,F,7,744399526
audio/dc370ea393d44b189e922ca8778e8669.wav,орал қаласы,F,9,744399526
audio/37db4c013d08427d8f64f310e7ec2c36.wav,қырыққабат,F,5,744399526
audio/2ced04d952f1478a8bd90c896f78bd74.wav,шие,M,3,187960820
audio/4d9d861b7613464395f1258fce46bdd7.wav,үй,F,4,493587583
audio/2b31ee3d2b424ee486c89e31dce6ce18.wav,кішкентай торғай,M,5,744399526
audio/d65cd508908d4417a38bd6b3a282606b.wav,үшарал,M,4,1370845092
